ID,gen
gene-KPHS_05530,nucleoside triphosphatase%2C D5 family
gene-KPHS_05540,IS3 family element%2C transposase orfA
gene-KPHS_05550,hypothetical protein
gene-KPHS_05560,IS3 family element%2C transposase orfB
gene-KPHS_05570,phospholipase D
gene-KPHS_05580,Hcp1 family type VI secretion system effector
gene-KPHS_05590,hypothetical protein
gene-KPHS_05600,hypothetical protein
gene-KPHS_05610,hypothetical protein
gene-KPHS_05620,HNH endonuclease
gene-KPHS_05630,HNH endonuclease
gene-KPHS_05640,putative beta-1%2C4-xylosidase%2C XynB
gene-KPHS_05650,MFS transporter
gene-KPHS_05660,xylose isomerase
gene-KPHS_05670,hypothetical protein
gene-KPHS_05680,carbohydrate porin
gene-KPHS_05690,DUF523 and DUF1722 domain-containing protein
gene-KPHS_05700,putative lipoprotein
gene-KPHS_05720,hypothetical protein
gene-KPHS_05710,DUF2878 domain-containing protein
gene-KPHS_05730,cyclopropane-fatty-acyl-phospholipid synthase family protein
gene-KPHS_05740,plasmid partition ParA protein
gene-KPHS_05750,L-aspartate oxidase
gene-KPHS_05760,oxidoreductase
gene-KPHS_05770,nuclear transport factor 2 family protein
gene-KPHS_05780,MerR family transcriptional regulator
gene-KPHS_05790,lipoprotein Blc
gene-KPHS_05800,cyanate transport
gene-KPHS_05810,CusA/CzcA family heavy metal efflux RND transporter
gene-KPHS_05820,RND family efflux transporter MFP subunit
gene-KPHS_05830,copper-binding protein
gene-KPHS_05840,copper/silver efflux system outer membrane protein CusC
gene-KPHS_05850,hypothetical protein
gene-KPHS_05860,transcriptional activator protein Irlr
gene-KPHS_05870,sensor kinase CusS
gene-KPHS_05880,DUF1778 domain-containing protein
gene-KPHS_05890,putative GCN5-related N-acetyltransferase
gene-KPHS_05900,cupin domain-containing protein
gene-KPHS_05910,hypothetical protein
gene-KPHS_05920,hypothetical protein
gene-KPHS_05930,antibiotic transport system permease component
gene-KPHS_05940,putative multidrug ABC transporter ATPase and permease
gene-KPHS_05950,membrane fusion protein family auxiliary transport protein
gene-KPHS_05960,putative tryptophanyl-tRNA synthetase
gene-KPHS_05970,putative LACI-type transcriptional regulator
gene-KPHS_05980,putative inner-membrane translocator
gene-KPHS_05990,ribose high-affinity ABC transporter permease component
gene-KPHS_06000,ribose high-affinity ABC transporter permease component
gene-KPHS_06010,NAD(P)H dehydrogenase (quinone)
gene-KPHS_06020,transcriptional regulator LysR
gene-KPHS_06030,putative glyoxalase/bleomycin resistance protein/dioxygenase
gene-KPHS_06040,putative aminotransferase%2C class I and II
gene-KPHS_06050,DUF1127 domain-containing protein
gene-KPHS_06060,MarR family transcriptional regulator
gene-KPHS_06070,HlyD family secretion protein
gene-KPHS_06080,putative (R)-hydroxyglutaryl-CoA dehydratase activator (putative oxidoreductase)
gene-KPHS_06090,DUF3343 domain-containing protein
gene-KPHS_06100,hypothetical protein
gene-KPHS_06110,putative 2-hydroxyglutaryl-CoA dehydratase
gene-KPHS_06120,DUF2164 domain-containing protein
gene-KPHS_06130,multidrug resistance protein MdtM
gene-KPHS_06140,putative transmembrane protein
gene-KPHS_06150,amino acid exporter
gene-KPHS_06160,negative transcriptional regulator of cel operon
gene-KPHS_06170,putative transposase
gene-KPHS_06180,putative aldehyde dehydrogenase
gene-KPHS_06190,putative porin
gene-KPHS_06200,putative GTP-binding protein YjiA
gene-KPHS_06210,YbdD/YjiX family protein
gene-KPHS_06220,carbon starvation protein
gene-KPHS_06230,hypothetical protein
gene-KPHS_06240,ascBF operon repressor
gene-KPHS_06250,4-hydroxyphenylacetate catabolism
gene-KPHS_06260,4-hydroxyphenylacetate catabolism
gene-KPHS_06270,4-hydroxyphenylacetate catabolism regulatory protein HpaA
gene-KPHS_06280,4-hydroxyphenylacetate permease
gene-KPHS_06290,4-hydroxyphenylacetate catabolism
gene-KPHS_06300,2-oxo-hepta-3-ene-1%2C7-dioic acid hydratase
gene-KPHS_06310,4-hydroxyphenylacetate catabolism
gene-KPHS_06320,4-hydroxyphenylacetate catabolism
gene-KPHS_06330,4-hydroxyphenylacetate catabolism
gene-KPHS_06340,4-hydroxyphenylacetate degradation bifunctional isomerase/decarboxylase C-terminal subunit
gene-KPHS_06350,4-hydroxyphenylacetate catabolism
gene-KPHS_06360,hypothetical protein
gene-KPHS_06370,4-hydroxyphenylacetate catabolism
gene-KPHS_06380,hypothetical protein
gene-KPHS_06390,hypothetical protein
gene-KPHS_06400,putative dehydrogenase
gene-KPHS_06410,amino acid deaminase
gene-KPHS_06420,hypothetical protein
gene-KPHS_06430,D-aminoacylase
gene-KPHS_06440,RidA family protein
gene-KPHS_06450,sodium/panthothenate symporter
gene-KPHS_06460,2-oxo-3-deoxygalactonate kinase
gene-KPHS_06470,keto-hydroxyglutarate-aldolase/keto-deoxy- phosphogluconate aldolase
gene-KPHS_06480,transcriptional regulator
gene-KPHS_06490,putative N-acetyltransferase
gene-KPHS_06500,putative N-acetyltransferase
gene-KPHS_06510,major facilitator family transporter
gene-KPHS_06520,GntR family transcriptional regulator
gene-KPHS_06530,alcohol dehydrogenase GroES domain-containing protein
gene-KPHS_06540,mannitol dehydrogenase domain-containing protein
gene-KPHS_06550,sigma-54 dependent transcriptional regulator
gene-KPHS_06560,putative PTS permease
gene-KPHS_06570,putative PTS permease
gene-KPHS_06580,putative PTS permease
gene-KPHS_06590,PTS system mannose/fructose/sorbose transporter subunit IID
gene-KPHS_06600,putative glucosamine-fructose-6-phosphate aminotransferase
gene-KPHS_06610,putative glucosamine-fructose-6-phosphate aminotransferase
gene-KPHS_06620,putative cytoplasmic protein
gene-KPHS_06630,phosphoglycerol transferase I
gene-KPHS_06640,putative outer membrane protein
gene-KPHS_06650,DNA replication protein DnaC
gene-KPHS_06660,primosomal protein I
gene-KPHS_06670,threonine/serine exporter
gene-KPHS_06680,paral putative membrane protein
gene-KPHS_06690,hypothetical protein
gene-KPHS_06700,4-hydroxybenzoate 3-monooxygenase
gene-KPHS_06710,putative AraC-type regulatory protein
gene-KPHS_06720,response regulator transcription factor
gene-KPHS_06730,2-component transcriptional regulator
gene-KPHS_06740,YbaK/EbsC family protein
gene-KPHS_06750,chitibiose transporter ChbC
gene-KPHS_06760,ferric hydroximate transport ferric iron reductase
gene-KPHS_06770,putative transmembrane protein
gene-KPHS_06780,hypothetical protein
gene-KPHS_06790,tryptophan-specific transport protein
gene-KPHS_06800,16S ribosomal RNA m2G1207 methyltransferase
gene-KPHS_06810,DNA polymerase III subunit psi
gene-KPHS_06820,ribosomal-protein-alanine N-acetyltransferase
gene-KPHS_06830,nucleotidase
gene-KPHS_06840,peptide chain release factor 3
gene-KPHS_06850,hyperosmotically inducible periplasmic protein
gene-KPHS_06860,DUF1328 domain-containing protein
gene-KPHS_06870,putative transcriptional regulator
gene-KPHS_06880,putative hydrolase
gene-KPHS_06890,putative Na+ dependent nucleoside transporter
gene-KPHS_06900,deoxyribose-phosphate aldolase
gene-KPHS_06910,thymidine phosphorylase
gene-KPHS_06920,phosphopentomutase
gene-KPHS_06930,purine nucleoside phosphorylase
gene-KPHS_06940,lipoate-protein ligase A
gene-KPHS_06950,YtjB family periplasmic protein
gene-KPHS_06960,3-phosphoserine phosphatase
gene-KPHS_06970,DNA repair protein RadA
gene-KPHS_06980,nicotinamide-nucleotide adenylyltransferase
gene-KPHS_06990,ATPase
gene-KPHS_07000,soluble lytic murein transglycosylase
gene-KPHS_07010,Trp operon repressor
gene-KPHS_07020,thiamin metabolism associated protein
gene-KPHS_07030,phosphoglycerate mutase
gene-KPHS_07040,right origin-binding protein
gene-KPHS_07050,protein CreA
gene-KPHS_07060,DNA-binding response regulator CreB
gene-KPHS_07070,catabolite repression sensor kinase
gene-KPHS_07080,cell envelope integrity protein CreD
gene-KPHS_07090,two-component response regulator
gene-KPHS_07100,putative RNA methyltransferase
gene-KPHS_07110,hypothetical protein
gene-KPHS_07120,bifunctional aspartokinase I/homoserine dehydrogenase I
gene-KPHS_07130,homoserine kinase
gene-KPHS_07140,threonine synthase
gene-KPHS_07150,hypothetical protein
gene-KPHS_07160,peroxide stress protein YaaA
gene-KPHS_07170,inner membrane transport protein
gene-KPHS_07180,transaldolase B
gene-KPHS_07190,molybdenum cofactor biosynthesis protein
gene-KPHS_07200,low-affinity transport system%2C proline permease II
gene-KPHS_07210,inner membrane protein YaaH
gene-KPHS_07220,acidic protein MsyB
gene-KPHS_07230,DUF2541 family protein
gene-KPHS_07240,molecular chaperone DnaK
gene-KPHS_07250,chaperone protein DnaJ
gene-KPHS_07260,sodium/proton antiporter NhaA
gene-KPHS_07270,transcriptional activator NhaR
gene-KPHS_07280,hypothetical protein
gene-KPHS_07290,30S ribosomal protein S20
gene-KPHS_07300,bifunctional riboflavin kinase/FMN adenylyltransferase
gene-KPHS_07310,isoleucine-tRNA ligase
gene-KPHS_07320,lipoprotein signal peptidase
gene-KPHS_07330,FKBP-type peptidyl-prolyl cis-trans isomerase
gene-KPHS_07340,4-hydroxy-3-methylbut-2-enyl diphosphate reductase
gene-KPHS_07350,ribonucleoside hydrolase RihC
gene-KPHS_07360,putative HTH-type transcriptional regulator
gene-KPHS_07370,alanyl-tRNA synthetase
gene-KPHS_07380,putative transcriptional regulator
gene-KPHS_07390,signal transduction histidine kinase regulating citrate/malate metabolism
gene-KPHS_07400,sodium ion-translocating decarboxylase subunit beta
gene-KPHS_07410,Oxaloacetate decarboxylase alpha chain
gene-KPHS_07420,Oxaloacetate decarboxylase gamma chain
gene-KPHS_07430,putative citrate-sodium symport
gene-KPHS_07440,putative citrate lyase synthetase
gene-KPHS_07450,citrate lyase subunit gamma
gene-KPHS_07460,putative citrate lyase beta chain (acyl lyase subunit)
gene-KPHS_07470,Citrate lyase alpha chaincitrate lyase alpha-subunit
gene-KPHS_07480,putative modifier of citrate lyase protein
gene-KPHS_07490,dihydrodipicolinate reductase
gene-KPHS_07500,hypothetical protein
gene-KPHS_07510,hypothetical protein
gene-KPHS_07520,carbamoyl phosphate synthase small subunit
gene-KPHS_07530,carbamoyl phosphate synthase large subunit
gene-KPHS_07540,YgdI/YgdR family lipoprotein
gene-KPHS_07550,glutathione-regulated potassium-efflux system ancillary protein
gene-KPHS_07560,glutathione-regulated potassium-efflux system protein KefC
gene-KPHS_07570,dihydrofolate reductase
gene-KPHS_07580,diadenosine tetraphosphatase
gene-KPHS_07590,putative cytoplasmic protein
gene-KPHS_07600,dimethyladenosine transferase
gene-KPHS_07610,4-hydroxythreonine-4-phosphate dehydrogenase
gene-KPHS_07620,peptidyl-prolyl cis-trans isomerase SurA
gene-KPHS_07630,organic solvent tolerance protein
gene-KPHS_07640,DNA-J like membrane chaperone protein
gene-KPHS_07650,two-component response regulator
gene-KPHS_07660,two-component sensor kinase
gene-KPHS_07670,citrate/acetate antiporter
gene-KPHS_07680,hypothetical protein
gene-KPHS_07690,phosphoribosyl-dephospho-CoA transferase
gene-KPHS_07700,RluA family pseudouridine synthase
gene-KPHS_07710,ATP-dependent helicase HepA
gene-KPHS_07720,DNA polymerase II
gene-KPHS_07730,L-ribulose-5-phosphate 4-epimerase
gene-KPHS_07740,L-arabinose isomerase
gene-KPHS_07750,ribulokinase
gene-KPHS_07770,hypothetical protein
gene-KPHS_07760,DNA-binding transcriptional regulator AraC
gene-KPHS_07780,DedA family protein
gene-KPHS_07790,thiamine transport system ATP-binding component
gene-KPHS_07800,thiamine/thiamine pyrophosphate ABC superfamily ATP binding cassette transporter%2C membrane protein
gene-KPHS_07810,thiamin/thiamine pyrophosphate ABC superfamily ATP binding cassette transporter%2C binding protein
gene-KPHS_07820,transcriptional regulator SgrR
gene-KPHS_07830,glucose uptake inhibitor SgrT
gene-KPHS_07840,hypothetical protein
gene-KPHS_07850,sugar efflux protein
gene-KPHS_07860,major facilitator superfamily permease
gene-KPHS_07870,putative LysR-family transcriptional regulator
gene-KPHS_07880,3-dehydroquinate dehydratase
gene-KPHS_07890,MFS family transporter
gene-KPHS_07900,shikimate 5-dehydrogenase
gene-KPHS_07910,2%2C4-dienoyl-CoA reductase
gene-KPHS_07920,isopropylmalate isomerase small subunit
gene-KPHS_07930,isopropylmalate isomerase large subunit
gene-KPHS_07940,3-isopropylmalate dehydrogenase
gene-KPHS_07950,2-isopropylmalate synthase
gene-KPHS_07960,hypothetical protein
gene-KPHS_07970,leucine transcriptional activator
gene-KPHS_07980,acetolactate synthase 3 catalytic subunit
gene-KPHS_07990,acetolactate synthase III small subunit
gene-KPHS_08000,LacI family transcriptional regulator
gene-KPHS_08010,cell division protein MraZ
gene-KPHS_08020,S-adenosyl-methyltransferase MraW
gene-KPHS_08030,cell division protein FtsL
gene-KPHS_08040,division-specific transpeptidase%2C penicillin-binding protein 3
gene-KPHS_08050,UDP-N-acetylmuramoylalanyl-D-glutamate--2%2C6-diaminopimelate ligase
gene-KPHS_08060,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
gene-KPHS_08070,phospho-N-acetylmuramoyl-pentapeptide-transferase
gene-KPHS_08080,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase
gene-KPHS_08090,cell division protein FtsW
gene-KPHS_08100,N-acetylglucosaminyl transferase
gene-KPHS_08110,hypothetical protein
gene-KPHS_08120,UDP-N-acetylmuramate--L-alanine ligase
gene-KPHS_08130,D-alanine--D-alanine ligase
gene-KPHS_08140,cell division protein FtsQ
gene-KPHS_08150,cell division protein FtsA
gene-KPHS_08160,cell division protein FtsZ
gene-KPHS_08180,hypothetical protein
gene-KPHS_08170,UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase
gene-KPHS_08190,secretion monitor
gene-KPHS_08200,preprotein translocase subunit SecA
gene-KPHS_08210,nucleoside triphosphate pyrophosphohydrolase
gene-KPHS_08220,zinc-binding protein
gene-KPHS_08230,cell division protein ZapD
gene-KPHS_08240,dephospho-CoA kinase
gene-KPHS_08250,hypothetical protein
gene-KPHS_08260,guanosine 5'-monophosphate oxidoreductase
gene-KPHS_08270,type IV pilin biogenesis transmembrane protein
gene-KPHS_08280,type II secretion system protein GspE
gene-KPHS_08290,putative major pilin subunit
gene-KPHS_08300,quinolinate phosphoribosyltransferase
gene-KPHS_08310,N-acetyl-anhydromuramyl-L-alanine amidase
gene-KPHS_08320,regulatory protein AmpE
gene-KPHS_08330,alpha-N-arabinofuranosidase
gene-KPHS_08340,putative permease of the Na+:galactoside symporter family
gene-KPHS_08350,aromatic amino acid transporter
gene-KPHS_08360,hypothetical protein
gene-KPHS_08370,transcriptional regulator PdhR
gene-KPHS_08380,pyruvate dehydrogenase subunit E1
gene-KPHS_08390,dihydrolipoamide acetyltransferase
gene-KPHS_08400,dihydrolipoamide dehydrogenase
gene-KPHS_08410,hypothetical protein
gene-KPHS_08420,DUF2950 family protein
gene-KPHS_08430,DUF3300 domain-containing protein
gene-KPHS_08440,hypothetical protein
gene-KPHS_08450,aconitate hydratase
gene-KPHS_08460,YacL family protein
gene-KPHS_08470,S-adenosylmethionine decarboxylase
gene-KPHS_08480,spermidine synthase
gene-KPHS_08490,FKBP-type peptidyl-prolyl cis-trans isomerase
gene-KPHS_08500,integrase catalytic subunit
gene-KPHS_08510,transposase IS3/IS911 family protein
gene-KPHS_08520,hypothetical protein
gene-KPHS_08530,transposase InsC for insertion sequence IS903
gene-KPHS_08540,hypothetical protein
gene-KPHS_08550,hypothetical protein
gene-KPHS_08560,YacC family pilotin-like protein
gene-KPHS_08570,multicopper oxidase
gene-KPHS_08580,glucose dehydrogenase
gene-KPHS_08590,hypothetical protein
gene-KPHS_08600,hypoxanthine-guanine phosphoribosyltransferase
gene-KPHS_08610,carbonate dehydratase
gene-KPHS_08620,ATPase
gene-KPHS_08630,ABC transporter permease
gene-KPHS_08640,putative PTS enzyme II B component
gene-KPHS_08650,polysaccharide deacetylase family protein
gene-KPHS_08660,aspartate alpha-decarboxylase
gene-KPHS_08670,pantoate--beta-alanine ligase
gene-KPHS_08680,3-methyl-2-oxobutanoate hydroxymethyltransferase
gene-KPHS_08690,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase
gene-KPHS_08700,poly(A) polymerase I
gene-KPHS_08710,glutamyl-Q tRNA(Asp) synthetase
gene-KPHS_08720,DnaK suppressor protein
gene-KPHS_08730,sugar fermentation stimulation protein A
gene-KPHS_08740,2'-5' RNA ligase
gene-KPHS_08750,ATP-dependent helicase
gene-KPHS_08760,pullulanase Q protein
gene-KPHS_08770,pullulanase N protein
gene-KPHS_08780,general secretion pathway protein M
gene-KPHS_08790,pullulanase L protein
gene-KPHS_08800,pullulanase-specific type II secretion system component K
gene-KPHS_08810,general secretion pathway protein J
gene-KPHS_08820,pullulanase I protein
gene-KPHS_08830,pullulanase H protein
gene-KPHS_08840,pullulanase G protein
gene-KPHS_08850,pullulanase-specific type II secretion system component F
gene-KPHS_08860,pullulanase E protein
gene-KPHS_08870,pullulanase D protein
gene-KPHS_08880,pullulanase-specific type II secretion system component C
gene-KPHS_08890,hypothetical protein
gene-KPHS_08900,pullulanase
gene-KPHS_08910,IS3 family transposase
gene-KPHS_08920,IS3 family transposase
gene-KPHS_08930,general secretion pathway protein B
gene-KPHS_08940,pullulanase secretion protein PulS
gene-KPHS_08950,hypothetical protein
gene-KPHS_08960,hypothetical protein
gene-KPHS_08970,penicillin-binding protein 1b
gene-KPHS_08980,hypothetical protein
gene-KPHS_08990,ferrichrome outer membrane transporter
gene-KPHS_09000,iron-hydroxamate transporter ATP-binding subunit
gene-KPHS_09010,iron-hydroxamate transporter substrate-binding subunit
gene-KPHS_09020,hydroxamate-dependent iron transport system permease component
gene-KPHS_09030,glutamate-1-semialdehyde aminotransferase
gene-KPHS_09040,H(+)/Cl(-) exchange transporter ClcA
gene-KPHS_09050,iron-sulfur cluster insertion protein ErpA
gene-KPHS_09060,TRIC cation channel family protein
gene-KPHS_09070,vitamin B12-transporter protein BtuF
gene-KPHS_09080,5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
gene-KPHS_09090,deoxyguanosinetriphosphate triphosphohydrolase
gene-KPHS_09100,serine endoprotease
gene-KPHS_09110,carbohydrate diacid transcriptional activator CdaR
gene-KPHS_09120,DUF3461 family protein
gene-KPHS_09130,2%2C3%2C4%2C5-tetrahydropyridine-2%2C6-carboxylate N-succinyltransferase
